Code,Description,Category,Source,Notes;
P2040, Reductant Injection Air Pressure Sensor Circuit High Input,Powertrain,OBD-II Standard,;
P2041, Reductant Injection Air Pressure Sensor Circuit Intermittent,Powertrain,OBD-II Standard,;
P2042, Reductant Temperature Sensor Circuit,Powertrain,OBD-II Standard,;
P2043, Reductant Temperature Sensor Circuit Range/Performance,Powertrain,OBD-II Standard,;
P2044, Reductant Temperature Sensor Circuit Low Input,Powertrain,OBD-II Standard,;
P2045, Reductant Temperature Sensor Circuit High Input,Powertrain,OBD-II Standard,;
P2046, Reductant Temperature Sensor Circuit Intermittent,Powertrain,OBD-II Standard,;
P2047, Reductant Injector Circuit/Open,Powertrain,OBD-II Standard,;
P2048, Reductant Injector Circuit Low,Powertrain,OBD-II Standard,;
P2049, Reductant Injector Circuit High,Powertrain,OBD-II Standard,;
P205,2 Reductant Injector Circuit High,Powertrain,OBD-II Standard,;
P2050, Reductant Injector Circuit/Open,Powertrain,OBD-II Standard,;
P2051, Reductant Injector Circuit Low,Powertrain,OBD-II Standard,;
P2053, Reductant Injector Circuit/Open,Powertrain,OBD-II Standard,;
P2054, Reductant Injector Circuit Low,Powertrain,OBD-II Standard,;
P2055, Reductant Injector Circuit High,Powertrain,OBD-II Standard,;
P2056, Reductant Injector Circuit/Open,Powertrain,OBD-II Standard,;
P2057, Reductant Injector Circuit Low,Powertrain,OBD-II Standard,;
P2058, Reductant Injector Cir cuit High,Powertrain,OBD-II Standard,;
P2059, Reductant Injection Air Pump Control Circuit/Open,Powertrain,OBD-II Standard,;
P2060, Reductant Injection Air Pump Control Circuit Low,Powertrain,OBD-II Standard,;
P2061, Reductant Injection Air Pump Control Circuit High,Powertrain,OBD-II Standard,;
P2062, Reductant Supply Control Circuit/Open,Powertrain,OBD-II Standard,;
P2063, Reductant Supply Control Circuit Low,Powertrain,OBD-II Standard,;
P2064, Reductant Supply Control Circuit High,Powertrain,OBD-II Standard,;
P2065, Fuel Level Sensor B Circuit,Powertrain,OBD-II Standard,;
P2066, Fuel Level Sensor B Performance,Powertrain,OBD-II Standard,;
P2067, Fuel Level Sensor B Circuit Low,Powertrain,OBD-II Standard,;
P2068, Fuel Level Sensor B Circuit High,Powertrain,OBD-II Standard,;
P2069, Fuel Level Sensor B Circuit Intermittent,Powertrain,OBD-II Standard,;
P2070, Intake Manifold Tuning (IMT) Valve Stuck Open,Powertrain,OBD-II Standard,;
P2071, Intake Manifold Tuning (IMT) Valve Stuck Closed,Powertrain,OBD-II Standard,;
P2075, Intake Manifold Tuning (IMT) Valve Position Sensor/Switch Circuit,Powertrain,OBD-II Standard,;
P2076, Intake Manifold Tuning (IMT) Valve Position Sensor/Swit ch Circuit,Powertrain,OBD-II Standard,;
P2077, Intake Manifold Tuning (IMT) Valve Position Sensor/Switch Circuit Low,Powertrain,OBD-II Standard,;
P2078, Intake Manifold Tuning (IMT) Valve Position Sensor/Switch Circuit High,Powertrain,OBD-II Standard,;
P2079, Intake Manifold Tuning (IMT) Valve Position Sensor/Switch Circuit Intermittent,Powertrain,OBD-II Standard,;
P2080, Exhaust Gas Temperature Sensor Circuit Range/Performance,Powertrain,OBD-II Standard,;
P2081, Exhaust Gas Temperature Sensor Circuit Intermittent,Powertrain,OBD-II Standard,;,Powertrain,OBD-II Standard,
P2082, Exhaust Gas Temperature Sensor Circuit Range/Performance,Powertrain,OBD-II Standard,;
P2083, Exhaust Gas Temperature Sensor Circuit Intermitt ent,Powertrain,OBD-II Standard,;
P2084, Exhaust Gas Temperature Sensor Circuit Range/Performance,Powertrain,OBD-II Standard,;
P2085, Exhaust Gas Temperature Sensor Circuit Intermittent,Powertrain,OBD-II Standard,;
P2086, Exhaust Gas Temperature Sensor Circuit Range/Performance,Powertrain,OBD-II Standard,;
P2087, Exhaust Gas Temperature Sensor Circuit Intermittent,Powertrain,OBD-II Standard,;
P2088, A Camshaft Position Actuator Control Circuit Low,Powertrain,OBD-II Standard,;
P2089, A Camshaft Position Actuator Control Circuit High,Powertrain,OBD-II Standard,;
P2090, B Camshaft Position Actuator Control Circuit Low,Powertrain,OBD-II Standard,;
P2091, B Camshaft Position Actuator Control Circuit High,Powertrain,OBD-II Standard,;
P2092, A Camshaft Position Actuator Control Circuit Low,Powertrain,OBD-II Standard,;
P2093, A Camshaft Position Actuator Control Circuit High,Powertrain,OBD-II Standard,;
P2094, B Camshaft Position Actuator Control Circuit Low,Powertrain,OBD-II Standard,;
P2095, B Camshaft Position Actuator Control Circuit High,Powertrain,OBD-II Standard,;
P2096, Post Catalyst Fuel Trim System Too Lean,Powertrain,OBD-II Standard,;
P2097,Post Catalyst Fuel Trim System Too Rich,Powertrain,OBD-II Standard,;
P2098, Post Catalyst Fuel Trim System Too Lean,Powertrain,OBD-II Standard,;
P2099, Post Catalyst Fuel Trim System Too Rich,Powertrain,OBD-II Standard,;
P2100, Throttle Actuator Control Motor Circuit/Open,Powertrain,OBD-II Standard,;
P2101, Throttle Actuator Control Motor Circuit Range/Performance,Powertrain,OBD-II Standard,;
P2102, Throttle Actuator Control Motor Circuit Low,Powertrain,OBD-II Standard,;
P2103, Throttle Actuator Control Motor Circuit High,Powertrain,OBD-II Standard,;
P2104, Throttle Actuator Control System - Forced Idle,Powertrain,OBD-II Standard,;
P2105, Throttle Actuator Control System - Forced Engine Shutdown,Powertrain,OBD-II Standard,;
P2106, Throttle Actuator Control Sy stem - Forced Limited Power,Powertrain,OBD-II Standard,;
P2107, Throttle Actuator Control Module Processor,Powertrain,OBD-II Standard,;
P2108, Throttle Actuator Control Module Performance,Powertrain,OBD-II Standard,;
P2109, Throttle/Pedal Position Sensor A Minimum Stop Performance,Powertrain,OBD-II Standard,;
P2110, Throttle Actuator Control System - Forced Limited RP M,Powertrain,OBD-II Standard,;
P2111, Throttle Actuator Control System - Stuck Open,Powertrain,OBD-II Standard,;
P2112, Throttle Actuator Control System - Stuck Closed,Powertrain,OBD-II Standard,;
P2113, Throttle/Pedal Position Sensor B Minimum Stop Performance,Powertrain,OBD-II Standard,;
P2114, Throttle/Pedal Position Sensor C Minimum Stop Performance,Powertrain,OBD-II Standard,;
P2115, Throt tle/Pedal Position Sensor D Minimum Stop Performance,Powertrain,OBD-II Standard,;
P2116, Throttle/Pedal Position Sensor E Minimum Stop Performance,Powertrain,OBD-II Standard,;
P2117, Throttle/Pedal Position Sensor F Minimum Stop Performance,Powertrain,OBD-II Standard,;
P2118, Throttle Actuator Control Motor Current Range/Performance,Powertrain,OBD-II Standard,;
P2119, Throttle Actuator Control Throttle Body Range/Performance,Powertrain,OBD-II Standard,;
P2120, Throttle/Pedal Position Sensor/Switch D Circuit,Powertrain,OBD-II Standard,;
P2121, Throttle/Pedal Position Sensor/Switch D Circuit Range/Performance,Powertrain,OBD-II Standard,;
P2122, Throttle/Pedal Position Sensor/Switch D Circuit Low Input,Powertrain,OBD-II Standard,;
P2123, Throttle/Pedal Position Sensor/Switch D Circuit High Input,Powertrain,OBD-II Standard,;
P2124, Throttle/Pedal Position Sensor/Switch D Circuit Intermittent,Powertrain,OBD-II Standard,;
P2125, Throttle/Pedal Position Sensor/Switch E Circuit,Powertrain,OBD-II Standard,;
P2126, Throttle/Pedal Position Sensor/Switch E Circui t Range/Performance,Powertrain,OBD-II Standard,;
P2127, Throttle/Pedal Position Sensor/Switch E Circuit Low Input,Powertrain,OBD-II Standard,;
P2128, Throttle/Pedal Position Sensor/Switch E Circuit High Input,Powertrain,OBD-II Standard,;
P2129, Throttle/Pedal Position Sensor/Switch E Circuit Intermittent,Powertrain,OBD-II Standard,;
P2130, Throttle/Pedal Position Sensor/Switch F Circuit,Powertrain,OBD-II Standard,;
P2131, Throttle/Pedal Position Sensor/Switch F Circuit Range Performance,Powertrain,OBD-II Standard,;
P2132, Throttle/Pedal Position Sensor/Switch F Circuit Low Input,Powertrain,OBD-II Standard,;
P2133, Throttle/Pedal Position Sensor/Switch F Circuit High Input,Powertrain,OBD-II Standard,;
P2134, Throttle/Peda l Position Sensor/Switch F Circuit Intermittent,Powertrain,OBD-II Standard,;
P2135, Throttle/Pedal Position Sensor/Switch A / B Voltage Correlation,Powertrain,OBD-II Standard,;
P2136, Throttle/Pedal Position Sensor/Switch A / C Voltage Correlation,Powertrain,OBD-II Standard,;
P2137, Throttle/Pedal Position Sensor/Switch B / C V oltage Correlation,Powertrain,OBD-II Standard,;
P2138, Throttle/Pedal Position Sensor/Switch D / E Voltage Correlation,Powertrain,OBD-II Standard,;
P2139, Throttle/Pedal Position Sensor/Switch D / F Voltage Correlation,Powertrain,OBD-II Standard,;
P2140, Throttle/Pedal Position Sensor/Switch E / F Voltage Correlation,Powertrain,OBD-II Standard,;
P2141, Exhau st Gas Recirculation Throttle Control Circuit Low,Powertrain,OBD-II Standard,;
P2142, Exhaust Gas Recirculation Throttle Control Circuit High,Powertrain,OBD-II Standard,;
P2143, Exhaust Gas Recirculation Vent Control Circuit/Open,Powertrain,OBD-II Standard,;
P2144, Exhaust Gas Recirculation Vent Control Circuit Low,Powertrain,OBD-II Standard,;
P2145, Exhaust Gas Recircu lation Vent Control Circuit High,Powertrain,OBD-II Standard,;
P2146, Fuel Injector Group A Supply Voltage Circuit/Open,Powertrain,OBD-II Standard,;
P2147, Fuel Injector Group A Supply Voltage Circuit Low,Powertrain,OBD-II Standard,;
P2148, Fuel Injector Group A Supply Voltage Circuit High,Powertrain,OBD-II Standard,;
P2149, Fuel Injector Group B Supply Voltage C ircuit/Open,Powertrain,OBD-II Standard,;
P2150, Fuel Injector Group B Supply Voltage Circuit Low,Powertrain,OBD-II Standard,;
P2151, Fuel Injector Group B Supply Voltage Circuit High,Powertrain,OBD-II Standard,;
P2152, Fuel Injector Group C Supply Voltage Circuit/Open,Powertrain,OBD-II Standard,;
P2153, Fuel Injector Group C Supply Voltage Circuit Low,Powertrain,OBD-II Standard,;
P2154, Fuel Injector Group C Supply Voltage Circuit High,Powertrain,OBD-II Standard,;
P2155, Fuel Injector Group D Supply Voltage Circuit/Open,Powertrain,OBD-II Standard,;
P2156, Fuel Injector Group D Supply Voltage Circuit Low,Powertrain,OBD-II Standard,;
P2157, Fuel Injector Group D Supply Voltage Circuit High,Powertrain,OBD-II Standard,;
P2158, Vehicle Speed Sensor B,Powertrain,OBD-II Standard,;
P2159, Vehicle Speed Sensor B Range/Performance,Powertrain,OBD-II Standard,;
P2160, Vehicle Speed Sensor B Circuit Low,Powertrain,OBD-II Standard,;
P2161, Vehicle Speed Sensor B Intermittent/Erratic,Powertrain,OBD-II Standard,;
P2162, Vehicle Speed Sensor A / B Correlation,Powertrain,OBD-II Standard,;
P2163, Throttle/Pedal Position Sensor A Maximum Stop Per formance,Powertrain,OBD-II Standard,;
P2164, Throttle/Pedal Position Sensor B Maximum Stop Performance,Powertrain,OBD-II Standard,;
P2165, Throttle/Pedal Position Sensor C Maximum Stop Performance,Powertrain,OBD-II Standard,;
P2166, Throttle/Pedal Position Sensor D Maximum Stop Performance,Powertrain,OBD-II Standard,;
P2167, Throttle/Pedal Position Sensor E Maxi mum Stop Performance,Powertrain,OBD-II Standard,;
P2168, Throttle/Pedal Position Sensor F Maximum Stop Performance,Powertrain,OBD-II Standard,;
P2169, Exhaust Pressure Regulator Vent Solenoid Control Circuit/Open,Powertrain,OBD-II Standard,;
P2170, Exhaust Pressure Regulator Vent Solenoid Control Circuit Low,Powertrain,OBD-II Standard,;
P2171, Exhaust Pressure Regulat or Vent Solenoid Control Circuit High,Powertrain,OBD-II Standard,;
P2172, Throttle Actuator Control System - Sudden High Airflow Detected,Powertrain,OBD-II Standard,;
P2173, Throttle Actuator Control System - High Airflow Detected,Powertrain,OBD-II Standard,;
P2174, Throttle Actuator Control System - Sudden Low Airflow Detected,Powertrain,OBD-II Standard,;
P2175, Thrott le Actuator Control System - Low Airflow Detected,Powertrain,OBD-II Standard,;
P2176, Throttle Actuator Control System - Idle Position Not Learned,Powertrain,OBD-II Standard,;
P2177, System Too Lean Off Idle,Powertrain,OBD-II Standard,;
P2178, System Too Rich Off Idle,Powertrain,OBD-II Standard,;
P2179, System Too Lean Off Idle,Powertrain,OBD-II Standard,;
P2180, System Too Rich Off Idle,Powertrain,OBD-II Standard,;
P2181, Cooling System Performance,Powertrain,OBD-II Standard,;
P2182, Engine Coolant Temperature Sensor 2 Circuit,Powertrain,OBD-II Standard,;
P2183, Engine Coolant Temperature Sensor 2 Circuit Range/Performance,Powertrain,OBD-II Standard,;
P2184, Engine Coolant Temperature Sensor 2 Circuit Low,Powertrain,OBD-II Standard,;
P2185, Engine Coolant Temperature Sensor 2 Circuit High,Powertrain,OBD-II Standard,;
P2186, Engine Coolant Temperature Sensor 2 Circuit Intermittent/Erratic,Powertrain,OBD-II Standard,;
P2187, System Too Lean at Idle,Powertrain,OBD-II Standard,;
P2188, System Too Rich at Idle,Powertrain,OBD-II Standard,;
P2189, System Too Lean at Idle,Powertrain,OBD-II Standard,;
P2190, System Too Rich at Idle,Powertrain,OBD-II Standard,;
P2191, System Too Lean at Higher Load,Powertrain,OBD-II Standard,;
P2192, System Too Rich at Higher Load,Powertrain,OBD-II Standard,;
P2193, System Too Lean at Higher Load,Powertrain,OBD-II Standard,;
P2194, System Too Rich at Higher Load,Powertrain,OBD-II Standard,;
P2195, O2 Sensor Signal Stuck Lean,Powertrain,OBD-II Standard,;
P2196, O2 Sensor Signal Stuck Rich,Powertrain,OBD-II Standard,;
P2197, O2 Sensor Signal Stuck Lean,Powertrain,OBD-II Standard,;
P2198, O2 Sensor Signal Stuck Rich,Powertrain,OBD-II Standard,;
P2199, Intake Air Tempera ture Sensor 1 / 2 Correlation,Powertrain,OBD-II Standard,;
P2200, NOx Sensor Circuit,Powertrain,OBD-II Standard,;
P2201, NOx Sensor Circuit Range/Performance,Powertrain,OBD-II Standard,;
P2202, NOx Sensor Circuit Low Input,Powertrain,OBD-II Standard,;
P2203, NOx Sensor Circuit High Input,Powertrain,OBD-II Standard,;
P2204, NOx Sensor Circuit Intermittent Input,Powertrain,OBD-II Standard,;
P2205, NOx Sensor Heater Control Circu it/Open,Powertrain,OBD-II Standard,;
P2206, NOx Sensor Heater Control Circuit Low,Powertrain,OBD-II Standard,;
P2207, NOx Sensor Heater Control Circuit High,Powertrain,OBD-II Standard,;
P2208, NOx Sensor Heater Sense Circuit,Powertrain,OBD-II Standard,;
P2209, NOx Sensor Heater Sense Circuit Range/Performance,Powertrain,OBD-II Standard,;
P2210, NOx Sensor Heater Sense Circuit Low Input,Powertrain,OBD-II Standard,;
P2211, NOx S ensor Heater Sense Circuit High Input,Powertrain,OBD-II Standard,;
P2212, NOx Sensor Heater Sense Circuit Intermittent,Powertrain,OBD-II Standard,;
P2213, NOx Sensor Circuit,Powertrain,OBD-II Standard,;
P2214, NOx Sensor Circuit Range/Performance,Powertrain,OBD-II Standard,;
P2215, NOx Sensor Circuit Low Input,Powertrain,OBD-II Standard,;
P2216, NOx Sensor Circuit High Input,Powertrain,OBD-II Standard,;
P2217, NOx Sensor Circu it Intermittent Input,Powertrain,OBD-II Standard,;
P2218, NOx Sensor Heater Control Circuit/Open,Powertrain,OBD-II Standard,;
P2219, NOx Sensor Heater Control Circuit Low,Powertrain,OBD-II Standard,;
P2220, NOx Sensor Heater Control Circuit High,Powertrain,OBD-II Standard,;
P2221, NOx Sensor Heater Sense Circuit,Powertrain,OBD-II Standard,;
P2222, NOx Sensor Heater Sense Circuit Range/Performance,Powertrain,OBD-II Standard,;
P2223, NOx Sensor Heater Sense Circuit Low,Powertrain,OBD-II Standard,;
P2224, NOx Sensor Heater Sense Circuit High,Powertrain,OBD-II Standard,;
P2225, NOx Sensor Heater Sense Circuit Intermittent,Powertrain,OBD-II Standard,;
P2226, Barometric Pressure Circuit,Powertrain,OBD-II Standard,;
P2227, Barometric Pressure Circuit Range/Performance,Powertrain,OBD-II Standard,;
P2228, Barometric Pressure Cir cuit Low,Powertrain,OBD-II Standard,;
P2229, Barometric Pressure Circuit High,Powertrain,OBD-II Standard,;
P2230, Barometric Pressure Circuit Intermittent,Powertrain,OBD-II Standard,;
P2231, O2 Sensor Signal Circuit Shorted to Heater Circuit,Powertrain,OBD-II Standard,;
P2232, O2 Sensor Signal Circuit Shorted to Heater Circuit,Powertrain,OBD-II Standard,;
P2233, O2 Sensor Signal Circuit Shorted to Heater Circuit,Powertrain,OBD-II Standard,;
P2234, O2 Sensor Signal Circuit Shorted to Heater Circuit,Powertrain,OBD-II Standard,;
P2235, O2 Sensor Signal Circuit Shorted to Heater Circuit,Powertrain,OBD-II Standard,;
P2236, O2 Sensor Signal Circuit Shorted to Heater Circuit,Powertrain,OBD-II Standard,;
P2237, O2 Sensor Positive Current Control Circuit/Open,Powertrain,OBD-II Standard,;
P2238, O2 Se nsor Positive Current Control Circuit Low,Powertrain,OBD-II Standard,;
P2239, O2 Sensor Positive Current Control Circuit High,Powertrain,OBD-II Standard,;
P2240, O2 Sensor Positive Current Control Circuit/Open,Powertrain,OBD-II Standard,;
P2241, O2 Sensor Positive Current Control Circuit Low,Powertrain,OBD-II Standard,;
P2242, O2 Sensor Positive Current Control Circuit High,Powertrain,OBD-II Standard,;
P2243, O2 Sensor Reference Voltage Circuit/Open,Powertrain,OBD-II Standard,;
P2244, O2 Sensor Reference Voltage Performance,Powertrain,OBD-II Standard,;
P2245, O2 Sensor Reference Voltage Circuit Low,Powertrain,OBD-II Standard,;
P2246, O2 Sensor Reference Voltage Circuit High,Powertrain,OBD-II Standard,;
P2247, O2 Sensor Reference Voltage Circuit/Open,Powertrain,OBD-II Standard,;
P2248, O2 Sen sor Reference Voltage Performance,Powertrain,OBD-II Standard,;
P2249, O2 Sensor Reference Voltage Circuit Low,Powertrain,OBD-II Standard,;
P2250, O2 Sensor Reference Voltage Circuit High,Powertrain,OBD-II Standard,;
P2251, O2 Sensor Negative Current Control Circuit/Open,Powertrain,OBD-II Standard,;
P2252, O2 Sensor Negative Current Control Circuit Low,Powertrain,OBD-II Standard,;
P2253, O2 Sensor N egative Current Control Circuit High,Powertrain,OBD-II Standard,;
P2254, O2 Sensor Negative Current Control Circuit/Open,Powertrain,OBD-II Standard,;
P2255, O2 Sensor Negative Current Control Circuit Low,Powertrain,OBD-II Standard,;
P2256, O2 Sensor Negative Current Control Circuit High,Powertrain,OBD-II Standard,;
P2257, Secondary Air Injection System Control A Circu it Low,Powertrain,OBD-II Standard,;
P2258, Secondary Air Injection System Control A Circuit High,Powertrain,OBD-II Standard,;
P2259, Secondary Air Injection System Control B Circuit Low,Powertrain,OBD-II Standard,;
P2260, Secondary Air Injection System Control B Circuit High,Powertrain,OBD-II Standard,;
P2261, Turbo/Super Charger Bypass Valve - Mechanical,Powertrain,OBD-II Standard,;
P2262, Turbo Boost Pressure Not Detected - Mechanical,Powertrain,OBD-II Standard,;
P2263, Turbo/Super Charger Boost System Performance,Powertrain,OBD-II Standard,;
P2264, Water in Fuel Sensor Circuit,Powertrain,OBD-II Standard,;
P2265, Water in Fuel Sensor Circuit Range/Performance,Powertrain,OBD-II Standard,;
P2266, Water in Fuel Sensor Circuit Low,Powertrain,OBD-II Standard,;
P2267, Water in Fuel Sensor Circuit High,Powertrain,OBD-II Standard,;
P2268, Water in Fuel Sensor Circuit Intermittent,Powertrain,OBD-II Standard,;
P2269, Water in Fuel Condition,Powertrain,OBD-II Standard,;
P2270, O2 Sensor Signal Stuck Lean,Powertrain,OBD-II Standard,;
P2271, O2 Sensor Signal Stuck Rich,Powertrain,OBD-II Standard,;
P2272, O2 Sensor Signal Stuck Lean,Powertrain,OBD-II Standard,;
P2273, O2 Sensor Signal Stuck Rich,Powertrain,OBD-II Standard,;
P2274, O2 Sensor Signal Stuck Lean,Powertrain,OBD-II Standard,;
P2275, O2 Sensor Signal Stuck Rich,Powertrain,OBD-II Standard,;
P2276, O2 Sensor Signal Stuck Lean,Powertrain,OBD-II Standard,;
P2277, O2 Sensor Signal Stuck Rich,Powertrain,OBD-II Standard,;
P2278, O2 Sensor Signals Swapped Bank 1 Sensor 3 / Bank 2 Sensor 3,Powertrain,OBD-II Standard,;
P2279, Intake Air System Leak,Powertrain,OBD-II Standard,;
P2280, Air Flow Restriction / Air Leak Bet ween Air Filter and MAF,Powertrain,OBD-II Standard,;
P2281, Air Leak Between MAF and Throttle Body,Powertrain,OBD-II Standard,;
P2282, Air Leak Between Throttle Body and Intake Valves,Powertrain,OBD-II Standard,;
P2283, Injector Control Pressure Sensor Circuit,Powertrain,OBD-II Standard,;
P2284, Injector Control Pressure Sensor Circuit Range/Performance,Powertrain,OBD-II Standard,;
P2285, Injector Control Pressure Sensor Circuit Low,Powertrain,OBD-II Standard,;
P2286, Injector Control Pressure Sensor Circuit High,Powertrain,OBD-II Standard,;
P2287, Injector Control Pressure Sensor Circuit Intermittent,Powertrain,OBD-II Standard,;
P2288, Injector Control Pressure Too High,Powertrain,OBD-II Standard,;
P2289, Injector Control Pressure Too High - Engine Off,Powertrain,OBD-II Standard,;
P2290, Injector Control Pressure Too Low,Powertrain,OBD-II Standard,;
P2291, Injector Control Pressure Too Low - Engine Cranking,Powertrain,OBD-II Standard,;
P2292, Injector Control Pressure Erratic,Powertrain,OBD-II Standard,;
P2293, Fuel Pressure Regulator 2 Performance,Powertrain,OBD-II Standard,;
P2294, Fuel Pressure Regulator 2 Control Circuit,Powertrain,OBD-II Standard,;
P2295, Fuel Pressure Regulator 2 Control Circuit Low,Powertrain,OBD-II Standard,;
P2296, Fuel Pressure Regulator 2 Control Circuit High,Powertrain,OBD-II Standard,;
P2297, O2 Sensor Out of Range During Deceleration,Powertrain,OBD-II Standard,;
P2298, O2 Sensor Out of Range During Deceleration,Powertrain,OBD-II Standard,;
P2299, Brake Pedal Position / Accelerator Pedal Position Incompatible,Powertrain,OBD-II Standard,;
P2300, Ignition Coil A Primary Control Circuit Low,Powertrain,OBD-II Standard,;
P2301, Ignition Coil A Primary Control Circuit High,Powertrain,OBD-II Standard,;
P2302, Ignition Coil A Secondary Circuit,Powertrain,OBD-II Standard,;
P2303, Ignition Coil B Primary Control Circuit Low,Powertrain,OBD-II Standard,;
P2304, Ignition Coil B Primary Control Circuit High,Powertrain,OBD-II Standard,;
P2305, Ignition Coil B Secondary Circuit,Powertrain,OBD-II Standard,;
P2306, Ignition Coil C Primary Control Circuit Low,Powertrain,OBD-II Standard,;
P2307, Ignition Coil C Primary Control Circuit High,Powertrain,OBD-II Standard,;
P2308, Ignition Coil C Secondary Circuit,Powertrain,OBD-II Standard,;
P2309, Ignition Coil D Primary Control Circuit Low,Powertrain,OBD-II Standard,;
P2310, Ignition Co il D Primary Control Circuit High,Powertrain,OBD-II Standard,;
P2311, Ignition Coil D Secondary Circuit,Powertrain,OBD-II Standard,;
P2312, Ignition Coil E Primary Control Circuit Low,Powertrain,OBD-II Standard,;
P2313, Ignition Coil E Primary Control Circuit High,Powertrain,OBD-II Standard,;
P2314, Ignition Coil E Secondary Circuit,Powertrain,OBD-II Standard,;
P2315, Ignition Coil F Pr imary Control Circuit Low,Powertrain,OBD-II Standard,;
P2316, Ignition Coil F Primary Control Circuit High,Powertrain,OBD-II Standard,;
P2317, Ignition Coil F Secondary Circuit,Powertrain,OBD-II Standard,;
P2318, Ignition Coil G Primary Control Circuit Low,Powertrain,OBD-II Standard,;
P2319, Ignition Coil G Primary Control Circuit High,Powertrain,OBD-II Standard,;
P2320, Ignition Coil G S econdary Circuit,Powertrain,OBD-II Standard,;
P2321, Ignition Coil H Primary Control Circuit Low,Powertrain,OBD-II Standard,;
P2322, Ignition Coil H Primary Control Circuit High,Powertrain,OBD-II Standard,;
P2323, Ignition Coil H Secondary Circuit,Powertrain,OBD-II Standard,;
P2324, Ignition Coil I Primary Control Circuit Low,Powertrain,OBD-II Standard,;
P2325, Ignition Coil I Primary Con trol Circuit High,Powertrain,OBD-II Standard,;
P2326, Ignition Coil I Secondary Circuit,Powertrain,OBD-II Standard,;
P2327, Ignition Coil J Primary Control Circuit Low,Powertrain,OBD-II Standard,;
P2328, Ignition Coil J Primary Control Circuit High,Powertrain,OBD-II Standard,;
P2329, Ignition Coil J Secondary Circuit,Powertrain,OBD-II Standard,;
P2330, Ignition Coil K Primary Control Circ uit Low,Powertrain,OBD-II Standard,;
P2331, Ignition Coil K Primary Control Circuit High,Powertrain,OBD-II Standard,;
P2332, Ignition Coil K Secondary Circuit,Powertrain,OBD-II Standard,;
P2333, Ignition Coil L Primary Control Circuit Low,Powertrain,OBD-II Standard,;
P2334, Ignition Coil L Primary Control Circuit High,Powertrain,OBD-II Standard,;
P2335, Ignition Coil L Secondary Circuit,Powertrain,OBD-II Standard,;
P2336, Cylinder #1 Above Knock Threshold,Powertrain,OBD-II Standard,;
P2337, Cylinder #2 Above Knock Threshold,Powertrain,OBD-II Standard,;
P2338, Cylinder #3 Above Knock Threshold,Powertrain,OBD-II Standard,;
P2339, Cylinder #4 Above Knock Threshold,Powertrain,OBD-II Standard,;
P2340, Cylinder #5 Above Knock Threshold,Powertrain,OBD-II Standard,;
P2341, Cylinder #6 Above Knock Threshold,Powertrain,OBD-II Standard,;
P2342, Cylinder #7 Above Knock Threshold,Powertrain,OBD-II Standard,;
P2343, Cylinder #8 Above Knock Threshold,Powertrain,OBD-II Standard,;
P2344, Cylinder #9 Above Knock Threshold,Powertrain,OBD-II Standard,;
P2345, Cylinder #10 Above Knock Threshold,Powertrain,OBD-II Standard,;
P2346, Cylinder #11 Above Knock Threshold,Powertrain,OBD-II Standard,;
P2347, Cylinder #12 Above Knock Threshold,Powertrain,OBD-II Standard,;
P2400, Evaporative Emission System Leak Detection Pump Control Circuit/Open,Powertrain,OBD-II Standard,;
P2401, Evaporative Emission System Leak Detection Pump Control Circuit Low,Powertrain,OBD-II Standard,;
P2402, Evaporative Emission System Leak Detection Pump Control Circuit High,Powertrain,OBD-II Standard,;
P2403, Evaporative Emission System Leak Detecti on Pump Sense Circuit/Open,Powertrain,OBD-II Standard,;
P2404, Evaporative Emission System Leak Detection Pump Sense Circuit Range/Performance,Powertrain,OBD-II Standard,;
P2405, Evaporative Emission System Leak Detection Pump Sense Circuit Low,Powertrain,OBD-II Standard,;
P2406, Evaporative Emission System Leak Detection Pump Sense Circuit High,Powertrain,OBD-II Standard,;
P2407, Evaporative Emission System Leak Detection Pump Sense Circuit Intermittent/Erratic,Powertrain,OBD-II Standard,;
P2408, Fuel Cap Sensor/Switch Circuit,Powertrain,OBD-II Standard,;
P2409, Fuel Cap Sensor/Switch Circuit Range/Performance,Powertrain,OBD-II Standard,;
P2410, Fuel Cap Sensor/Switch Circuit Low,Powertrain,OBD-II Standard,;
P2411, Fuel Cap Sensor/Sw itch Circuit High,Powertrain,OBD-II Standard,;
P2412, Fuel Cap Sensor/Switch Circuit Intermittent/Erratic,Powertrain,OBD-II Standard,;
P2413, Exhaust Gas Recirculation System Performance,Powertrain,OBD-II Standard,;
P2414, O2 Sensor Exhaust Sample Error,Powertrain,OBD-II Standard,;
P2415, O2 Sensor Exhaust Sample Error,Powertrain,OBD-II Standard,;
P2416, O2 Sensor Signals Swapped Bank 1 Sensor 2 / Bank 1 Sensor 3,Powertrain,OBD-II Standard,;
P2417, O2 Sensor Signals Swapped Bank 2 Sensor 2 / Bank 2 Sensor 3,Powertrain,OBD-II Standard,;
P2418, Evaporative Emission System Switching Valve Control Circuit / Open,Powertrain,OBD-II Standard,;
P2419, Evaporative Emission System Switching Valve Control Circuit Low,Powertrain,OBD-II Standard,;
P2420, Evaporative Emission System Switching Valve Control Circuit High,Powertrain,OBD-II Standard,;
P2421, Evaporative Emission System Vent Valve Stuck Open,Powertrain,OBD-II Standard,;
P2422, Evaporative Emission System Vent Valve Stuck Closed,Powertrain,OBD-II Standard,;
